# x, y, z, Vx, Vy, Vz
-5.0191, 7.41837, 89.5626, 10.0001, -9.82464e-05, -0.0143812 
-5.0191, 7.62245, 89.5626, 10.0001, -9.51035e-05, -0.0140348 
-5.0191, 7.82653, 89.5626, 10.0001, -9.19251e-05, -0.0137086 
-5.0191, 8.03061, 89.5626, 10.0001, -8.87571e-05, -0.0133893 
-5.0191, 8.23469, 89.5626, 10, -8.56482e-05, -0.0131095 
-5.0191, 8.43878, 89.5626, 10, -8.25394e-05, -0.0128297 
-5.0191, 8.64286, 89.5626, 10, -7.93303e-05, -0.012576 
-5.0191, 8.84694, 89.5626, 10, -7.60782e-05, -0.0123334 
-5.0191, 9.05102, 89.5626, 10, -7.28507e-05, -0.0121001 
-5.0191, 9.2551, 89.5626, 10, -6.96969e-05, -0.0118947 
-5.0191, 9.45918, 89.5626, 10, -6.6543e-05, -0.0116894 
-5.0191, 9.66327, 89.5626, 10, -6.32344e-05, -0.0115067 
-5.0191, 9.86735, 89.5626, 10, -5.98872e-05, -0.0113297 
-5.0191, 10.0714, 89.5626, 10, -5.65925e-05, -0.0111639 
-5.0191, 10.2755, 89.5626, 10, -5.33955e-05, -0.0110187 
-5.0191, 10.4796, 89.5626, 10, -5.01985e-05, -0.0108735 
-5.0191, 10.6837, 89.5626, 10, -4.67764e-05, -0.0107481 
-5.0191, 10.8878, 89.5626, 10, -4.33293e-05, -0.0106249 
-5.0191, 11.0918, 89.5626, 10, -3.9984e-05, -0.0105148 
-5.0191, 11.2959, 89.5626, 10, -3.67631e-05, -0.0104206 
-5.0191, 11.5, 89.5626, 10, -3.35421e-05, -0.0103264 
